	Unnamed: 0	comment	like_num	dislike_num	sentiment
215	129	카카오맵 자전거네비 정확도 좀 어떻게 했으면좋겠음 정상적으로 주행중인데 이상한곳으로 잡히는경우가 잦음 특히 자전거도로 마포쯤에서	0	0	
216	130	전 CCTV 기능을 야구장 직관할때 우천취소 확인용도로 사용해요야구장 주변에 있는 CCTV로 야구장 주변을 살펴봐서 우천취소 예측을 쉽게 할수 있으니간요	0	0	
217	131	카카오맵은 평점도 짜긴 하지만 그래도 뭐 갤럭시워치에 쓰는 것도 편하고 폰으로는 뭐 티맵을 자주쓰는데 그래서 카카오맵이 편하긴 해요😊	0	0	
218	132	저는 카카오 별점은 안 믿습니다...만족하면 절대 리뷰 남기지 않고 저건 주문 안해도 그냥 별점테러도 가능한거라..악질들 천지임	0	0	
219	133	자전거 타는 사람도 카카오맵이 최고예요!	0	0	
220	134	서울경기는 초정밀 나오면 진짜  바글바글 하겄네	0	0	
221	135	이제 다음 협찬은 카카오인가요?	0	0	
222	136	카카오는 지도 보는건 좋은데 네비가 아쉬워..	0	0	
223	107	이거보고 카카오맵 설치 바로 했음 ㅋㅋㅋ	0	0	
224	105	흑우형! 오랜만에 꿀팁 ㄱㅅ	0	0	
225	104	카카오맵에서 별점 4점이상인곳이면 진짜 찐맛집이니 꼭 가세요	0	0	
226	103	영업시간 안내는 정말 좋은데휴일체크는 안됩니다 ㅠ ㅠ	0	0	
227	71	7:32 이거 가게 사장님들은 카카오 말고 네이버만 관리해서 그럴수도?	0	0	
228	72	와 맨날써도 몰랐던 기능 많네용	0	0	
229	73	승하차 알람하면 버스에서 멍때리기 좋음 ㅋㅋ	0	0	
230	74	킹직히 카카오맵은 버스 보는용도... 나머지는 별로..	0	0	
231	75	친구가 없어서 못쓰넹 ㅠㅠ	0	0	
232	77	초정밀버스 기능 진짜 유용해요!!	0	0	
233	78	예전에 삼성 디지털프라자 가려고 했을때 저희집 근처는 다 별점이 1점이라서 멀리까지 간 기억이 나네요ㅋㅋㅋㅋ	0	0	
234	81	일본에 있엇을땐 구글맵만 쓰면 됬었는데 한국엔 이런거 없나하다가보니 이거군요 ㄷㄷ안쓰고있었네요 ㅋㅋㅋㅋ	0	0	
235	83	두근대서 들어왔는데 자차러라 필요없거나 다 사용하는 것들 뿐이었다.. 😢 참고로 제 지역에선 카카오 별점 그닥입니다. 맛으로 매기는게 아니라 분위기로 매긴 느낌. 오로지 맛만 보는 제 입장에선 불필요.	0	0	
236	84	자택에서 숨 쉰 채 검거	0	0	
237	86	오늘 썸네일은 조금 위험할지도	0	0	
238	87	형 지도반출도 이야기해줘 얼마전에 애플이 거부먹었다던데	0	0	
239	88	업데이트 너무 느리던데 2년전에 없어진가게 그대로있고 그자리에 새로생긴가게도 아직도 안뜸 네이버는 바로 바뀌던데	0	0	
240	90	초정밀 버스 개꿀임 ㅠㅠㅠ	0	0	
241	91	갤럭시 하나 장만해야하나	0	0	
242	92	7:15 별점평균은 진짜 모든배달어플이나 다른어플에 넣어야된다진짜 좋은기능이네	0	0	
243	93	지적도 확인도 유용합니다. ㅎ	0	0	
244	94	길안내나 똑바로하지 매일 쓰는사람 빡침	0	0	
245	95	카카오 맵이 기능상으론 좋은데 배터리 소모와 발열이 심한 편이라서 아이폰 최적화가 굉장히 아쉽습니다.그리고 도보 기능이 제대로 지원되지 않아서 Apple 지도 앱을 같이 사용하는데 최근 Apple이 처음으로 지도 반출 허가를 요청했다가 또 거부했다죠....(무인기 하나도 못 막는 나라가 그놈의 안보 타령😠😠😠😠)	0	0	
246	96	카카오맵 업무용으로 쓰고있지만연동성 빼고는 솔직히 t맵에 비해 ㅆㄹㄱ입니다하 가까운거 언제까지 멀리돌아갈래?	0	0	
247	100	썸네일 진짜 레알 웃김...!!자택에서 검거 역시 인트로맛집 답네 ㅋㅋㅋ그런데 초정밀버스 기능은 진짜 유용함...!! 버스 어디에 있는지 다 알려주니까 쫒아가서 잡음 ㅎㅎ	0	0	
248	101	카카오맵보단 네이버맵이 더 낫던데 거리뷰 업데이트도 자주되고 리뷰나 정보 같은거도 최신이거나 양도 많고 몇년동안 카카오맵만 쓰다가 카카오 맘에 안들어서 네이버맵으로 갈아탔는데 어색하긴해도 만족하며 쓰는중	0	0	
249	102	오늘도 역시 인트로가 맛있군요	0	0	
250	250	1	0	0	
